participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,after_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI,with_AI_seen_before,week
664921b8a4c8fcf533571f7a,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,90,FAKE,92,Fake,No,Real,Real,90,No,Week 2
664921b8a4c8fcf533571f7a,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,100,Real,No,Real,Fake,90,No,Week 2
6650a822a7a14d7179997510,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,96,REAL,100,Real,No,Fake,Fake,91,Yes,Week 2
6650a822a7a14d7179997510,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,90,REAL,100,Real,No,Fake,Fake,50,Yes,Week 2
6650a822a7a14d7179997510,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,65,FAKE,100,Fake,No,Real,Real,76,No,Week 2
6650a822a7a14d7179997510,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",REAL,50,FAKE,100,Fake,No,Real,Fake,60,No,Week 2
6651193f302387e52405119a,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,20,REAL,80,Real,No,Fake,Real,60,No,Week 2
6651193f302387e52405119a,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,30,REAL,70,Fake,No,Fake,Fake,40,No,Week 2
6651193f302387e52405119a,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,30,REAL,80,Real,No,Real,Fake,70,No,Week 2
6651193f302387e52405119a,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,60,FAKE,100,Fake,No,Real,Real,60,No,Week 2
66562875b665d8e2b1b6fc66,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,86,No,Week 2
66562875b665d8e2b1b6fc66,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,24,REAL,100,Real,No,Fake,Fake,96,No,Week 2
66562875b665d8e2b1b6fc66,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,68,REAL,92,Real,No,Real,Real,50,No,Week 2
66562875b665d8e2b1b6fc66,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,REAL,38,FAKE,100,Fake,No,Real,Real,71,No,Week 2
666b4944d7f80b9099b5af20,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,75,REAL,100,Real,No,Fake,Fake,100,No,Week 2
666b4944d7f80b9099b5af20,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,99,FAKE,100,Fake,No,Fake,Fake,100,No,Week 2
666b4944d7f80b9099b5af20,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,100,Real,No,Real,Real,100,No,Week 2
666b4944d7f80b9099b5af20,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,84,FAKE,100,Fake,No,Real,Real,49,No,Week 2
666c7b666fa83d9dad4c6451,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,75,FAKE,80,Fake,No,Fake,Fake,90,No,Week 2
666c7b666fa83d9dad4c6451,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,70,REAL,90,Real,No,Fake,Fake,90,No,Week 2
666c7b666fa83d9dad4c6451,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,90,FAKE,100,Fake,No,Real,Fake,100,No,Week 2
666c7b666fa83d9dad4c6451,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,90,REAL,100,Real,No,Real,Fake,80,No,Week 2
667276ecddde99f604ca82af,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,75,REAL,99,Fake,No,Fake,Fake,70,No,Week 2
667276ecddde99f604ca82af,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,50,FAKE,100,Fake,No,Fake,Fake,99,No,Week 2
667276ecddde99f604ca82af,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,65,REAL,100,Real,No,Real,Real,85,No,Week 2
667276ecddde99f604ca82af,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,100,Real,No,Real,Real,90,No,Week 2
667d81a95170bdd075f74203,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,93,FAKE,100,Fake,No,Fake,Fake,100,No,Week 2
667d81a95170bdd075f74203,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,Real,No,Fake,Fake,100,Yes,Week 2
667d81a95170bdd075f74203,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",FAKE,54,REAL,100,Real,No,Real,Real,100,No,Week 2
667d81a95170bdd075f74203,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Real,100,No,Week 2
66850d6815e2f00ae6f89a38,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,70,FAKE,100,Fake,Yes,Fake,Real,90,No,Week 2
66850d6815e2f00ae6f89a38,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,85,REAL,100,Real,Yes,Fake,Fake,90,Yes,Week 2
66850d6815e2f00ae6f89a38,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,70,FAKE,100,Fake,Yes,Real,Real,90,No,Week 2
66850d6815e2f00ae6f89a38,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,85,REAL,100,Real,Yes,Real,Real,70,Yes,Week 2
66881fbe723bc57d75a2c268,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,76,FAKE,28,Fake,No,Fake,Fake,67,No,Week 2
66881fbe723bc57d75a2c268,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,REAL,64,FAKE,68,Fake,No,Fake,Fake,71,No,Week 2
66881fbe723bc57d75a2c268,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",FAKE,64,REAL,42,Real,No,Real,Real,83,No,Week 2
66881fbe723bc57d75a2c268,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,61,REAL,72,Real,No,Real,Fake,75,No,Week 2
668f8d7343028ae0faa7a907,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,59,REAL,99,Real,No,Fake,Fake,100,No,Week 2
668f8d7343028ae0faa7a907,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,75,FAKE,100,Fake,No,Fake,Fake,100,No,Week 2
668f8d7343028ae0faa7a907,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,65,REAL,100,Real,No,Real,Real,85,No,Week 2
668f8d7343028ae0faa7a907,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,91,FAKE,100,Fake,No,Real,Real,70,No,Week 2
6692dd53ec527d60a87c1c82,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,60,No,Week 2
6692dd53ec527d60a87c1c82,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,FAKE,70,REAL,100,Real,No,Fake,Fake,100,No,Week 2
6692dd53ec527d60a87c1c82,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",FAKE,35,REAL,100,Real,No,Real,Fake,50,No,Week 2
6692dd53ec527d60a87c1c82,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,50,FAKE,100,Fake,No,Real,Real,50,No,Week 2
66abf0c472f051b5e40cfbfd,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,REAL,100,Fake,No,Fake,Fake,100,No,Week 2
66abf0c472f051b5e40cfbfd,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",FAKE,100,REAL,100,Real,No,Fake,Fake,100,No,Week 2
66abf0c472f051b5e40cfbfd,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",FAKE,100,REAL,100,Real,No,Real,Fake,100,No,Week 2
66abf0c472f051b5e40cfbfd,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",REAL,50,FAKE,100,Fake,No,Real,Fake,100,No,Week 2
66b5172c8f0bd3b23ce66c22,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",FAKE,47,REAL,100,Real,No,Fake,Fake,73,No,Week 2
66b5172c8f0bd3b23ce66c22,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,60,No,Week 2
66b5172c8f0bd3b23ce66c22,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,65,FAKE,100,Fake,No,Real,Real,53,No,Week 2
66b5172c8f0bd3b23ce66c22,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,75,REAL,100,Real,No,Real,Fake,43,No,Week 2
66cb2e0bd2169db778550269,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",FAKE,39,REAL,60,Real,No,Fake,Fake,74,No,Week 2
66cb2e0bd2169db778550269,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,REAL,71,FAKE,66,Fake,No,Fake,Fake,74,No,Week 2
66cb2e0bd2169db778550269,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,80,FAKE,95,Fake,No,Real,Real,85,No,Week 2
66cb2e0bd2169db778550269,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,89,REAL,84,Real,No,Real,Real,71,Yes,Week 2
66dd097265650e0dec23231f,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,68,REAL,94,Real,No,Fake,Fake,35,No,Week 2
66dd097265650e0dec23231f,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,82,FAKE,93,Fake,No,Fake,Real,64,No,Week 2
66dd097265650e0dec23231f,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,REAL,64,FAKE,98,Fake,No,Real,Real,64,No,Week 2
66dd097265650e0dec23231f,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,58,REAL,97,Real,No,Real,Real,75,No,Week 2
6709224f70eacdb20761ae3c,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,66,FAKE,100,Fake,No,Fake,Fake,55,No,Week 2
6709224f70eacdb20761ae3c,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,90,FAKE,81,Fake,Yes,Fake,Real,35,No,Week 2
6709224f70eacdb20761ae3c,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,88,REAL,95,Real,No,Real,Real,71,No,Week 2
6709224f70eacdb20761ae3c,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,90,REAL,100,Real,No,Real,Fake,95,No,Week 2
671cd612f039f8a9b5e55cca,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,96,REAL,100,Real,No,Fake,Fake,69,No,Week 2
671cd612f039f8a9b5e55cca,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,No,Fake,Fake,99,Yes,Week 2
671cd612f039f8a9b5e55cca,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,74,FAKE,99,Fake,Yes,Real,Real,68,No,Week 2
671cd612f039f8a9b5e55cca,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,82,FAKE,94,Fake,No,Real,Fake,50,No,Week 2
673378009f99d14c232c1f2b,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,65,REAL,68,Fake,No,Fake,Fake,83,No,Week 2
673378009f99d14c232c1f2b,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,FAKE,95,REAL,70,Real,No,Fake,Real,36,No,Week 2
673378009f99d14c232c1f2b,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,91,FAKE,100,Fake,No,Real,Real,40,No,Week 2
673378009f99d14c232c1f2b,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,78,REAL,35,Real,No,Real,Real,68,No,Week 2
673ccb0691efe91cd015dcf7,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,81,FAKE,100,Fake,No,Fake,Fake,67,No,Week 2
673ccb0691efe91cd015dcf7,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,95,REAL,100,Real,Yes,Fake,Real,99,Yes,Week 2
673ccb0691efe91cd015dcf7,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,91,FAKE,86,Fake,No,Real,Real,44,No,Week 2
673ccb0691efe91cd015dcf7,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,94,REAL,86,Real,No,Real,Fake,52,No,Week 2
674ca2f2b42dd96dc2f71707,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,80,FAKE,95,Fake,No,Fake,Fake,75,No,Week 2
674ca2f2b42dd96dc2f71707,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,85,FAKE,60,Fake,No,Fake,Fake,90,No,Week 2
674ca2f2b42dd96dc2f71707,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,65,REAL,85,Real,No,Real,Fake,95,No,Week 2
674ca2f2b42dd96dc2f71707,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,50,REAL,95,Real,No,Real,Fake,95,No,Week 2
675b6bf5887bccb7fad6c44d,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,50,FAKE,100,Fake,No,Fake,Fake,20,No,Week 2
675b6bf5887bccb7fad6c44d,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,50,REAL,100,Real,No,Fake,Fake,82,Yes,Week 2
675b6bf5887bccb7fad6c44d,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,50,REAL,100,Real,No,Real,Real,20,No,Week 2
675b6bf5887bccb7fad6c44d,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,50,No,Week 2
676304145bbe20d1fd5d653c,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100,No,Week 2
676304145bbe20d1fd5d653c,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,100,No,Week 2
676304145bbe20d1fd5d653c,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,100,No,Week 2
676304145bbe20d1fd5d653c,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,100,FAKE,100,Real,No,Real,Fake,100,Yes,Week 2
67657279b0bce380fa33721e,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,50,REAL,56,Real,No,Fake,Fake,75,No,Week 2
67657279b0bce380fa33721e,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,90,FAKE,100,Fake,No,Fake,Fake,70,No,Week 2
67657279b0bce380fa33721e,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,60,REAL,90,Real,No,Real,Real,80,No,Week 2
67657279b0bce380fa33721e,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,60,FAKE,75,Fake,No,Real,Fake,45,No,Week 2
67659224c577c7e97b074f43,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,60,REAL,85,Real,No,Fake,Fake,70,No,Week 2
67659224c577c7e97b074f43,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,33,FAKE,80,Fake,No,Fake,Fake,80,No,Week 2
67659224c577c7e97b074f43,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,75,FAKE,55,Fake,No,Real,Real,51,No,Week 2
67659224c577c7e97b074f43,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,65,REAL,91,Real,No,Real,Real,50,No,Week 2
677fb35eafd357a07e351a9f,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,50,REAL,50,Real,No,Fake,Fake,100,No,Week 2
677fb35eafd357a07e351a9f,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,75,FAKE,80,Real,No,Fake,Fake,100,No,Week 2
677fb35eafd357a07e351a9f,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,70,FAKE,95,Fake,No,Real,Fake,80,No,Week 2
677fb35eafd357a07e351a9f,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,85,FAKE,100,Fake,No,Real,Fake,100,No,Week 2
67801e07039915c53c217039,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,71,REAL,92,Real,No,Fake,Fake,73,No,Week 2
67801e07039915c53c217039,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,76,REAL,87,Real,No,Fake,Fake,62,No,Week 2
67801e07039915c53c217039,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,81,FAKE,92,Fake,No,Real,Real,72,No,Week 2
67801e07039915c53c217039,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,86,FAKE,95,Fake,No,Real,Fake,83,No,Week 2
678f0bb28ec3307e4f1afb78,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,50,REAL,65,Fake,No,Fake,Fake,80,No,Week 2
678f0bb28ec3307e4f1afb78,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,70,FAKE,100,Fake,No,Fake,Fake,60,No,Week 2
678f0bb28ec3307e4f1afb78,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,60,REAL,86,Real,No,Real,Fake,60,No,Week 2
678f0bb28ec3307e4f1afb78,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,70,FAKE,75,Real,No,Real,Fake,80,Yes,Week 2
6792f9facbb387400c5b6119,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,96,FAKE,95,Fake,No,Fake,Fake,92,No,Week 2
6792f9facbb387400c5b6119,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,FAKE,51,REAL,88,Real,No,Fake,Fake,96,No,Week 2
6792f9facbb387400c5b6119,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,86,FAKE,92,Fake,No,Real,Fake,100,No,Week 2
6792f9facbb387400c5b6119,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,92,FAKE,97,Real,No,Real,Fake,96,No,Week 2
6797d5ada6654ec99f741b08,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,60,FAKE,50,Fake,No,Fake,Fake,98,No,Week 2
6797d5ada6654ec99f741b08,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,61,REAL,100,Real,No,Fake,Fake,51,No,Week 2
6797d5ada6654ec99f741b08,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,60,REAL,100,Real,No,Real,Fake,63,No,Week 2
6797d5ada6654ec99f741b08,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,60,FAKE,100,Fake,No,Real,Real,81,No,Week 2
67ae22e234039c88a4aaac98,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,71,REAL,100,Real,Yes,Fake,Fake,84,No,Week 2
67ae22e234039c88a4aaac98,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100,No,Week 2
67ae22e234039c88a4aaac98,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Real,Fake,100,No,Week 2
67ae22e234039c88a4aaac98,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,99,FAKE,100,Fake,No,Real,Fake,100,No,Week 2
67c83488e67b25dcb923d96d,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,83,FAKE,90,Fake,No,Fake,Fake,93,No,Week 2
67c83488e67b25dcb923d96d,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,61,REAL,88,Real,No,Fake,Fake,86,No,Week 2
67c83488e67b25dcb923d96d,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,70,FAKE,89,Fake,No,Real,Real,72,No,Week 2
67c83488e67b25dcb923d96d,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,87,REAL,89,Real,No,Real,Real,74,No,Week 2
67cf114d88ac6082ae5c17bd,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,50,REAL,100,Real,No,Fake,Fake,95,No,Week 2
67cf114d88ac6082ae5c17bd,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,53,FAKE,100,Fake,No,Fake,Fake,100,Yes,Week 2
67cf114d88ac6082ae5c17bd,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,No,Real,Real,58,Yes,Week 2
67cf114d88ac6082ae5c17bd,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Real,57,No,Week 2
