participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,final rating submitted,ground_truth_with_AI,after_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI,phase,week
67f014dfdf283eede8de265d,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",REAL,95,REAL,79,79.0,fake,No,fake,Real,87,Phase1,0
67f1ffcda6132647f017b5e5,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,90,FAKE,97,97.0,fake,No,fake,Fake,87,Phase1,0
67f1ffcda6132647f017b5e5,1,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,64,REAL,89,89.0,real,No,real,Real,75,Phase1,0
67f1ffcda6132647f017b5e5,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,81,REAL,100,100.0,real,No,real,Real,86,Phase1,0
67f1ffcda6132647f017b5e5,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,97,REAL,85,85.0,fake,No,fake,Fake,92,Phase1,0
67f2b914d702155cbc0a3a2c,2,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,90,FAKE,95,95.0,fake,No,fake,Real,60,Phase1,0
67f2b914d702155cbc0a3a2c,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,70,REAL,100,100.0,real,No,real,Real,80,Phase1,0
67f2b914d702155cbc0a3a2c,2,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,80,FAKE,100,100.0,fake,No,fake,Fake,80,Phase1,0
67f2b914d702155cbc0a3a2c,2,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,60,REAL,100,100.0,real,No,real,Real,71,Phase1,0
67f2fbc77b115d1edb94ef11,2,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,67,FAKE,74,74.0,real,No,real,Fake,50,Phase1,0
67f2fbc77b115d1edb94ef11,2,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,FAKE,77,FAKE,77,77.0,real,No,real,Real,71,Phase1,0
67f2fbc77b115d1edb94ef11,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,51,REAL,53,53.0,fake,No,fake,Fake,49,Phase1,0
67f2fbc77b115d1edb94ef11,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,65,FAKE,71,71.0,fake,No,fake,Real,61,Phase1,0
67f3147d939ee392b2741fb5,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,45,REAL,70,70.0,real,No,real,Real,67,Phase1,0
67f3147d939ee392b2741fb5,1,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,71,REAL,77,77.0,real,No,real,Real,81,Phase1,0
67f3147d939ee392b2741fb5,1,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,83,FAKE,99,99.0,fake,No,fake,Fake,91,Phase1,0
67f3147d939ee392b2741fb5,1,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,60,FAKE,80,80.0,fake,No,fake,Fake,77,Phase1,0
6832419ec81a26698b331047,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,30,REAL,99,99.0,real,No,real,Real,74,Phase1,0
6832419ec81a26698b331047,2,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,95,FAKE,100,100.0,fake,No,fake,Fake,40,Phase1,0
6832419ec81a26698b331047,2,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,72,REAL,93,93.0,real,No,real,Real,57,Phase1,0
6832419ec81a26698b331047,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,38,FAKE,23,23.0,fake,No,fake,Real,60,Phase1,0
560379c9e372c00011bd4a90,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,85,Phase2,2
560379c9e372c00011bd4a90,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,,Real,No,Fake,Fake,40,Phase2,2
560379c9e372c00011bd4a90,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,100,REAL,100,,Real,No,Real,Real,89,Phase2,2
560379c9e372c00011bd4a90,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,100,FAKE,100,,Fake,No,Real,Real,22,Phase2,2
56b43607c54e3c000d3c9b0b,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,93,REAL,93,,Real,No,Fake,Fake,44,Phase2,2
56b43607c54e3c000d3c9b0b,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,81,FAKE,81,,Fake,No,Fake,Fake,55,Phase2,2
56b43607c54e3c000d3c9b0b,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,88,FAKE,88,,Fake,No,Real,Real,84,Phase2,2
56b43607c54e3c000d3c9b0b,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,95,REAL,95,,Real,No,Real,Real,49,Phase2,2
57165ba7c5aca2000a8d32ca,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,81,REAL,81,,Real,No,Fake,Fake,61,Phase2,2
57165ba7c5aca2000a8d32ca,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,100,Phase2,2
57165ba7c5aca2000a8d32ca,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,,Fake,No,Real,Real,92,Phase2,2
57165ba7c5aca2000a8d32ca,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,,Real,No,Real,Real,39,Phase2,2
5c4f5967aac8be0001716a65,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,,Fake,No,Fake,Fake,100,Phase2,2
5c4f5967aac8be0001716a65,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,100,FAKE,100,,Fake,No,Fake,Fake,80,Phase2,2
5c4f5967aac8be0001716a65,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,,Real,No,Real,Real,72,Phase2,2
5c4f5967aac8be0001716a65,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,100,REAL,100,,Real,Yes,Real,Fake,50,Phase2,2
5caccbc4976d010014b9cd9d,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,99,FAKE,99,,Fake,No,Fake,Fake,80,Phase2,2
5caccbc4976d010014b9cd9d,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,70,Phase2,2
5caccbc4976d010014b9cd9d,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,99,,Real,No,Real,Fake,40,Phase2,2
5caccbc4976d010014b9cd9d,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,,Real,No,Real,Fake,90,Phase2,2
5d07fc124e753800168ccafe,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,100,Phase2,2
5d07fc124e753800168ccafe,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,,Real,No,Fake,Fake,100,Phase2,2
5d07fc124e753800168ccafe,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,90,REAL,90,,Real,No,Real,Real,60,Phase2,2
5d07fc124e753800168ccafe,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,,Fake,Yes,Real,Real,30,Phase2,2
5d20189bb34728001a230962,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,8,REAL,8,,Fake,No,Fake,Fake,8,Phase2,2
5d20189bb34728001a230962,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,REAL,6,REAL,6,,Fake,No,Fake,Fake,8,Phase2,2
5d20189bb34728001a230962,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,13,REAL,13,,Real,No,Real,Real,10,Phase2,2
5d20189bb34728001a230962,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,21,REAL,21,,Real,No,Real,Real,10,Phase2,2
5d8cef3c28e183001a335ab0,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,70,REAL,70,,Real,No,Fake,Fake,73,Phase2,2
5d8cef3c28e183001a335ab0,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,71,FAKE,71,,Fake,No,Fake,Real,26,Phase2,2
5d8cef3c28e183001a335ab0,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,,Real,No,Real,Real,31,Phase2,2
5d8cef3c28e183001a335ab0,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,99,FAKE,99,,Fake,No,Real,Fake,63,Phase2,2
5deb341d35575a2547b1f85a,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,86,REAL,86,,Real,No,Fake,Fake,78,Phase2,2
5deb341d35575a2547b1f85a,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,86,FAKE,86,,Fake,No,Fake,Fake,61,Phase2,2
5deb341d35575a2547b1f85a,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,92,REAL,92,,Real,No,Real,Fake,51,Phase2,2
5deb341d35575a2547b1f85a,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,83,FAKE,83,,Fake,No,Real,Real,57,Phase2,2
5e06ecd524f9390991997bb7,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,93,REAL,93,,Real,No,Fake,Fake,62,Phase2,2
5e06ecd524f9390991997bb7,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,99,FAKE,99,,Fake,No,Fake,Fake,54,Phase2,2
5e06ecd524f9390991997bb7,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,94,FAKE,94,,Fake,No,Real,Fake,52,Phase2,2
5e06ecd524f9390991997bb7,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,75,REAL,75,,Real,No,Real,Real,66,Phase2,2
5e27727328b7b698b037ee6c,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,62,REAL,62,,Real,No,Fake,Fake,32,Phase2,2
5e27727328b7b698b037ee6c,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,55,REAL,55,,Fake,No,Fake,Real,31,Phase2,2
5e27727328b7b698b037ee6c,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,76,FAKE,76,,Fake,No,Real,Real,80,Phase2,2
5e27727328b7b698b037ee6c,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,91,REAL,91,,Real,No,Real,Real,13,Phase2,2
5e35373e1ddb124e6c306747,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,95,FAKE,95,,Fake,No,Fake,Fake,79,Phase2,2
5e35373e1ddb124e6c306747,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,,Real,Yes,Fake,Fake,72,Phase2,2
5e35373e1ddb124e6c306747,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,99,REAL,99,,Real,No,Real,Real,85,Phase2,2
5e35373e1ddb124e6c306747,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,70,FAKE,70,,Fake,No,Real,Real,65,Phase2,2
5e70636370147a63fecbdea3,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,100,Phase2,2
5e70636370147a63fecbdea3,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,84,REAL,84,,Real,No,Fake,Fake,81,Phase2,2
5e70636370147a63fecbdea3,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,,Real,Yes,Real,Real,71,Phase2,2
5e70636370147a63fecbdea3,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,95,FAKE,95,,Fake,No,Real,Real,100,Phase2,2
5e916cb9e502b1498e8fc059,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,,Real,No,Fake,Fake,70,Phase2,2
5e916cb9e502b1498e8fc059,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,,Fake,No,Fake,Fake,100,Phase2,2
5e916cb9e502b1498e8fc059,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,,Fake,No,Real,Real,51,Phase2,2
5e916cb9e502b1498e8fc059,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,,Real,Yes,Real,Fake,40,Phase2,2
5ec62902bb44c16b842128f9,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,29,Phase2,2
5ec62902bb44c16b842128f9,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,86,REAL,86,,Real,No,Fake,Real,67,Phase2,2
5ec62902bb44c16b842128f9,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,95,REAL,95,,Real,No,Real,Fake,89,Phase2,2
5ec62902bb44c16b842128f9,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,,Fake,Yes,Real,Fake,100,Phase2,2
5f0a686635f72917e94c7a63,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,96,FAKE,96,,Fake,No,Fake,Fake,81,Phase2,2
5f0a686635f72917e94c7a63,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,50,FAKE,50,,Fake,No,Fake,Real,81,Phase2,2
5f0a686635f72917e94c7a63,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,95,REAL,95,,Real,No,Real,Real,84,Phase2,2
5f0a686635f72917e94c7a63,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,92,REAL,92,,Real,No,Real,Real,61,Phase2,2
5f1b4845cbf55f3192e33b89,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,76,REAL,76,,Fake,Yes,Fake,Fake,83,Phase2,2
5f1b4845cbf55f3192e33b89,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,,Real,No,Fake,Real,54,Phase2,2
5f1b4845cbf55f3192e33b89,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,,Real,No,Real,Real,100,Phase2,2
5f1b4845cbf55f3192e33b89,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,,Fake,No,Real,Real,52,Phase2,2
5faefcc22be93b11829e84df,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,,Fake,No,Fake,Fake,90,Phase2,2
5faefcc22be93b11829e84df,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,,Real,No,Fake,Fake,90,Phase2,2
5faefcc22be93b11829e84df,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,,Real,No,Real,Real,95,Phase2,2
5faefcc22be93b11829e84df,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,,Fake,No,Real,Real,85,Phase2,2
601e13b872774f263d64acac,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,84,FAKE,84,,Fake,No,Fake,Fake,44,Phase2,2
601e13b872774f263d64acac,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,96,REAL,96,,Real,No,Fake,Fake,47,Phase2,2
601e13b872774f263d64acac,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,92,FAKE,92,,Fake,No,Real,Real,86,Phase2,2
601e13b872774f263d64acac,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,91,REAL,91,,Real,Yes,Real,Real,51,Phase2,2
601fd27860b197531ca7bdcc,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,85,REAL,85,,Real,No,Fake,Fake,80,Phase2,2
601fd27860b197531ca7bdcc,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,95,FAKE,95,,Fake,No,Fake,Fake,90,Phase2,2
601fd27860b197531ca7bdcc,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,85,REAL,85,,Real,No,Real,Real,80,Phase2,2
601fd27860b197531ca7bdcc,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,,Fake,No,Real,Real,95,Phase2,2
6023f94d1951e70ae21770ec,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,,Real,Yes,Fake,Real,72,Phase2,2
6023f94d1951e70ae21770ec,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,70,FAKE,70,,Fake,No,Fake,Real,80,Phase2,2
6023f94d1951e70ae21770ec,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,,Real,No,Real,Real,70,Phase2,2
6023f94d1951e70ae21770ec,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,REAL,51,REAL,51,,Fake,Yes,Real,Real,81,Phase2,2
60d1129ad29dbe85a59b9c4a,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,84,REAL,84,,Real,No,Fake,Fake,38,Phase2,2
60d1129ad29dbe85a59b9c4a,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,67,REAL,67,,Fake,No,Fake,Fake,68,Phase2,2
60d1129ad29dbe85a59b9c4a,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,,Real,No,Real,Real,57,Phase2,2
60d1129ad29dbe85a59b9c4a,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,88,FAKE,88,,Fake,No,Real,Real,60,Phase2,2
6287f4819c5fc8c4d48cc885,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,85,REAL,85,,Real,No,Fake,Fake,90,Phase2,2
6287f4819c5fc8c4d48cc885,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,66,FAKE,66,,Fake,No,Fake,Fake,96,Phase2,2
6287f4819c5fc8c4d48cc885,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,85,FAKE,85,,Fake,No,Real,Fake,60,Phase2,2
6287f4819c5fc8c4d48cc885,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,80,,Real,Yes,Real,Real,60,Phase2,2
628f9cfbee6de7cc7322fecf,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,66,Phase2,2
628f9cfbee6de7cc7322fecf,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,,Real,No,Fake,Fake,55,Phase2,2
628f9cfbee6de7cc7322fecf,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,,Real,No,Real,Real,54,Phase2,2
628f9cfbee6de7cc7322fecf,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,,Fake,No,Real,Fake,60,Phase2,2
62e0715747189999644b9868,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,,Real,No,Fake,Fake,60,Phase2,2
62e0715747189999644b9868,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,,Real,No,Fake,Fake,83,Phase2,2
62e0715747189999644b9868,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,98,FAKE,98,,Fake,No,Real,Real,56,Phase2,2
62e0715747189999644b9868,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,80,FAKE,80,,Fake,No,Real,Real,45,Phase2,2
637545d6428d85daeedc3df5,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,81,FAKE,81,,Fake,No,Fake,Fake,70,Phase2,2
637545d6428d85daeedc3df5,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,51,REAL,51,,Real,No,Fake,Real,60,Phase2,2
637545d6428d85daeedc3df5,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,51,FAKE,51,,Fake,No,Real,Real,76,Phase2,2
637545d6428d85daeedc3df5,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,90,REAL,90,,Real,No,Real,Real,59,Phase2,2
63e5b3e89a3823139cb9d35e,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,72,FAKE,72,,Fake,No,Fake,Fake,70,Phase2,2
63e5b3e89a3823139cb9d35e,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,,Fake,No,Fake,Fake,60,Phase2,2
63e5b3e89a3823139cb9d35e,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,,Real,No,Real,Fake,66,Phase2,2
63e5b3e89a3823139cb9d35e,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,,Real,No,Real,Fake,76,Phase2,2
640415971520c41606ca4389,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,,Real,No,Fake,Fake,80,Phase2,2
640415971520c41606ca4389,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,80,,Real,No,Fake,Fake,90,Phase2,2
