just_the_facts,gave_away_ground_truth,conversation_id,participant_id,condition,imageid,headline,phase,week,asked_broad_questions,asked_guiding_questions,probed_deeper_over_multiple_messages,changed_focus_every_question,ask_for_source_checking,cross_verification_prompting,image_forensics_questions,contextual_consistency_checks,counterfactual_generation,ask_for_alternative_explanations,logic_plausibility_checks,scale_scope_reflection,spot_emotional_triggers,bias_awareness_reflection,framing_analysis,recall_prior_knowledge,fact_comparison,historical_analogies,devils_advocate_roleplay,evidence_ranking,step_by_step_reasoning,confidence_calibration,uncertainty_tolerance,reflect_on_process
1,0,67659224c577c7e97b074f43_5,67659224c577c7e97b074f43,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,67659224c577c7e97b074f43_2,67659224c577c7e97b074f43,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
1,0,67659224c577c7e97b074f43_1,67659224c577c7e97b074f43,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,67659224c577c7e97b074f43_6,67659224c577c7e97b074f43,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,5ec62902bb44c16b842128f9_6,5ec62902bb44c16b842128f9,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,5ec62902bb44c16b842128f9_5,5ec62902bb44c16b842128f9,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,5ec62902bb44c16b842128f9_1,5ec62902bb44c16b842128f9,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,5ec62902bb44c16b842128f9_0,5ec62902bb44c16b842128f9,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,675b6bf5887bccb7fad6c44d_0,675b6bf5887bccb7fad6c44d,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,675b6bf5887bccb7fad6c44d_7,675b6bf5887bccb7fad6c44d,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,675b6bf5887bccb7fad6c44d_4,675b6bf5887bccb7fad6c44d,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,675b6bf5887bccb7fad6c44d_2,675b6bf5887bccb7fad6c44d,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,56b43607c54e3c000d3c9b0b_6,56b43607c54e3c000d3c9b0b,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,56b43607c54e3c000d3c9b0b_7,56b43607c54e3c000d3c9b0b,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,56b43607c54e3c000d3c9b0b_1,56b43607c54e3c000d3c9b0b,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,56b43607c54e3c000d3c9b0b_2,56b43607c54e3c000d3c9b0b,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,2,640415971520c41606ca4389_1,640415971520c41606ca4389,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,640415971520c41606ca4389_0,640415971520c41606ca4389,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,640415971520c41606ca4389_6,640415971520c41606ca4389,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,640415971520c41606ca4389_4,640415971520c41606ca4389,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,2,66dd097265650e0dec23231f_1,66dd097265650e0dec23231f,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,66dd097265650e0dec23231f_3,66dd097265650e0dec23231f,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,66dd097265650e0dec23231f_4,66dd097265650e0dec23231f,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,0,66dd097265650e0dec23231f_5,66dd097265650e0dec23231f,Persuasive,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,0,5f1b4845cbf55f3192e33b89_6,5f1b4845cbf55f3192e33b89,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,5f1b4845cbf55f3192e33b89_3,5f1b4845cbf55f3192e33b89,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,5f1b4845cbf55f3192e33b89_4,5f1b4845cbf55f3192e33b89,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,2,5f1b4845cbf55f3192e33b89_1,5f1b4845cbf55f3192e33b89,Persuasive,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0,0,5deb341d35575a2547b1f85a_3,5deb341d35575a2547b1f85a,Persuasive,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,5deb341d35575a2547b1f85a_7,5deb341d35575a2547b1f85a,Persuasive,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,5deb341d35575a2547b1f85a_0,5deb341d35575a2547b1f85a,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,5deb341d35575a2547b1f85a_4,5deb341d35575a2547b1f85a,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,57165ba7c5aca2000a8d32ca_6,57165ba7c5aca2000a8d32ca,Persuasive,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,57165ba7c5aca2000a8d32ca_0,57165ba7c5aca2000a8d32ca,Persuasive,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,57165ba7c5aca2000a8d32ca_2,57165ba7c5aca2000a8d32ca,Persuasive,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,57165ba7c5aca2000a8d32ca_4,57165ba7c5aca2000a8d32ca,Persuasive,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,2,6023f94d1951e70ae21770ec_2,6023f94d1951e70ae21770ec,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,0,6023f94d1951e70ae21770ec_6,6023f94d1951e70ae21770ec,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,2,6023f94d1951e70ae21770ec_3,6023f94d1951e70ae21770ec,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
1,0,6023f94d1951e70ae21770ec_5,6023f94d1951e70ae21770ec,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,5c4f5967aac8be0001716a65_4,5c4f5967aac8be0001716a65,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
0,2,5c4f5967aac8be0001716a65_2,5c4f5967aac8be0001716a65,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
0,0,5c4f5967aac8be0001716a65_1,5c4f5967aac8be0001716a65,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,5c4f5967aac8be0001716a65_5,5c4f5967aac8be0001716a65,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,66562875b665d8e2b1b6fc66_0,66562875b665d8e2b1b6fc66,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,66562875b665d8e2b1b6fc66_7,66562875b665d8e2b1b6fc66,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,2,66562875b665d8e2b1b6fc66_2,66562875b665d8e2b1b6fc66,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
1,0,66562875b665d8e2b1b6fc66_5,66562875b665d8e2b1b6fc66,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,560379c9e372c00011bd4a90_1,560379c9e372c00011bd4a90,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,560379c9e372c00011bd4a90_4,560379c9e372c00011bd4a90,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,560379c9e372c00011bd4a90_7,560379c9e372c00011bd4a90,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,560379c9e372c00011bd4a90_3,560379c9e372c00011bd4a90,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,6797d5ada6654ec99f741b08_7,6797d5ada6654ec99f741b08,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,6797d5ada6654ec99f741b08_3,6797d5ada6654ec99f741b08,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,6797d5ada6654ec99f741b08_4,6797d5ada6654ec99f741b08,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,6797d5ada6654ec99f741b08_1,6797d5ada6654ec99f741b08,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,67db3dd91c05b7278a0aad44_1,67db3dd91c05b7278a0aad44,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,67db3dd91c05b7278a0aad44_4,67db3dd91c05b7278a0aad44,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,67db3dd91c05b7278a0aad44_6,67db3dd91c05b7278a0aad44,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,67db3dd91c05b7278a0aad44_2,67db3dd91c05b7278a0aad44,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,660cda55786e37b1cbb49717_4,660cda55786e37b1cbb49717,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,2,660cda55786e37b1cbb49717_2,660cda55786e37b1cbb49717,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
1,0,660cda55786e37b1cbb49717_7,660cda55786e37b1cbb49717,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,660cda55786e37b1cbb49717_0,660cda55786e37b1cbb49717,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,66cb2e0bd2169db778550269_5,66cb2e0bd2169db778550269,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,66cb2e0bd2169db778550269_4,66cb2e0bd2169db778550269,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,66cb2e0bd2169db778550269_2,66cb2e0bd2169db778550269,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
1,0,66cb2e0bd2169db778550269_3,66cb2e0bd2169db778550269,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,2,66293ce3dba0764775195e58_2,66293ce3dba0764775195e58,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1
1,0,66293ce3dba0764775195e58_1,66293ce3dba0764775195e58,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,66293ce3dba0764775195e58_7,66293ce3dba0764775195e58,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,66293ce3dba0764775195e58_4,66293ce3dba0764775195e58,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,6526ba5706ea8e4e5cafde48_0,6526ba5706ea8e4e5cafde48,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,6526ba5706ea8e4e5cafde48_7,6526ba5706ea8e4e5cafde48,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,6526ba5706ea8e4e5cafde48_4,6526ba5706ea8e4e5cafde48,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,6526ba5706ea8e4e5cafde48_2,6526ba5706ea8e4e5cafde48,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1,1,678f0bb28ec3307e4f1afb78_1,678f0bb28ec3307e4f1afb78,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,678f0bb28ec3307e4f1afb78_3,678f0bb28ec3307e4f1afb78,Persuasive,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,678f0bb28ec3307e4f1afb78_5,678f0bb28ec3307e4f1afb78,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,678f0bb28ec3307e4f1afb78_7,678f0bb28ec3307e4f1afb78,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,667d81a95170bdd075f74203_0,667d81a95170bdd075f74203,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,667d81a95170bdd075f74203_5,667d81a95170bdd075f74203,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,667d81a95170bdd075f74203_7,667d81a95170bdd075f74203,Persuasive,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,667d81a95170bdd075f74203_2,667d81a95170bdd075f74203,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,66b5172c8f0bd3b23ce66c22_4,66b5172c8f0bd3b23ce66c22,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,66b5172c8f0bd3b23ce66c22_0,66b5172c8f0bd3b23ce66c22,Persuasive,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,2,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1,2,66b5172c8f0bd3b23ce66c22_2,66b5172c8f0bd3b23ce66c22,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
1,0,66b5172c8f0bd3b23ce66c22_5,66b5172c8f0bd3b23ce66c22,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,601fd27860b197531ca7bdcc_4,601fd27860b197531ca7bdcc,Persuasive,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,2,601fd27860b197531ca7bdcc_2,601fd27860b197531ca7bdcc,Persuasive,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1,0,601fd27860b197531ca7bdcc_1,601fd27860b197531ca7bdcc,Persuasive,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,601fd27860b197531ca7bdcc_5,601fd27860b197531ca7bdcc,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,6650a822a7a14d7179997510_5,6650a822a7a14d7179997510,Persuasive,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,6650a822a7a14d7179997510_6,6650a822a7a14d7179997510,Persuasive,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
